build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
19793794,01ae1deba6d0952bf6ec6c25af85b7db57c23861,,master,passed,486,2014-02-28 10:23:33 UTC,19793795,19793796,push
19690367,394fcc431896bf7e0a6601a6cb6f19b4fb090b90,,master,passed,537,2014-02-26 22:57:56 UTC,19690368,19690369,push
19690243,2a6698ccc83132a665c69335f5f29eab998de82f,,master,passed,755,2014-02-26 22:56:27 UTC,19690244,19690245,push
19690040,cef513e790566cfc01ded823e78d0080920ed038,,master,passed,516,2014-02-26 22:53:14 UTC,19690041,19690042,push
19687428,8364bf02ea3c823e69896433832e2264ea8cc5dc,,master,passed,576,2014-02-26 22:13:59 UTC,19687429,19687430,push
19687121,213d13d055a780e68c5c560f5c87e3a7bcd677dd,,master,passed,545,2014-02-26 22:08:55 UTC,19687122,19687123,push
19686790,d92153ae00381eb0b66b6913cc665ac6b7bc61fd,,master,passed,577,2014-02-26 22:04:18 UTC,19686791,19686792,push
19684535,29e481f42306c60b2962ebda198a6a3cba65fa44,,master,passed,575,2014-02-26 21:30:42 UTC,19684536,19684537,push
19654683,8eca74c6642592bc465c46b9b9238d17b5a3eb5c,,master,passed,596,2014-02-26 14:21:28 UTC,19654684,19654685,push
19571561,68234e412dc1fae1cbd0fbb929c0d04e3169a18a,,master,passed,596,2014-02-25 12:15:17 UTC,19571562,19571563,push
19570054,e9ff0501c7d2f16d159f41eb978cde6f541dec6e,,master,passed,677,2014-02-25 11:43:12 UTC,19570056,19570058,push
19568537,c49c8dfa46240bcb2424c0e3bbf8f658540e9539,,master,failed,524,2014-02-25 11:15:16 UTC,19568538,19568539,push
19563054,a5e1f2b1979f1bcc2e800678c4d804d8630542ae,,master,passed,474,2014-02-25 09:39:02 UTC,19563055,19563056,push
19506898,e6fc270a23e1f584d7c47fd8ada3634ae2973429,70,master,passed,576,2014-02-24 15:52:42 UTC,19506899,19506900,pull_request
19392336,c77b79d690a4cb57a124e59713604813a79ed700,,master,passed,430,2014-02-22 13:07:18 UTC,19392337,19392338,push
19318013,1b898320ac1d4c3b4174bdfab3fbb51a272f0b85,,master,passed,429,2014-02-21 08:11:26 UTC,19318014,19318015,push
19107674,bd4536f077db704866f9313646304c8055a13e60,,master,passed,528,2014-02-18 12:50:04 UTC,19107675,19107676,push
19106911,347813c9714fb9b6a3ad431b44af550296dab1fc,,master,passed,527,2014-02-18 12:36:07 UTC,19106912,19106913,push
19101540,89042ebee79f2bde8e85aae881ce1d8f96f4f419,63,master,passed,481,2014-02-18 10:41:32 UTC,19101541,19101542,pull_request
19073301,9d4b8b95654d38d992dc2021dc8efff0cbb2311c,,master,passed,559,2014-02-17 22:58:00 UTC,19073302,19073303,push
19069687,525774a9539b4f05edf04b65416ada100cf5b236,,master,passed,491,2014-02-17 22:04:35 UTC,19069688,19069689,push
19066177,96270cf3316f6fbd589091c37d9974c316896070,61,master,passed,711,2014-02-17 21:07:01 UTC,19066178,19066179,pull_request
18769288,3faef2804cd6f8b70c052ff5b7b8dd6a049a1748,,master,passed,634,2014-02-12 23:43:39 UTC,18769289,18769290,push
18768783,a8cd7085086c5b2ccc922ba2dc6bd8b51e9ac052,,master,passed,616,2014-02-12 23:34:28 UTC,18768784,18768785,push
18768710,39780fb86f3f887eb438edd58b323afe6142d669,,master,failed,579,2014-02-12 23:32:27 UTC,18768711,18768712,push
18751853,d50334471e7522dbb99f3a28d9c55af863b880a3,52,master,passed,508,2014-02-12 19:19:01 UTC,18751854,18751855,pull_request
18746408,e3d6c3e49f7a7ec3ba78d076ecbd60f39dd6c4d4,,master,passed,568,2014-02-12 17:56:35 UTC,18746409,18746410,push
18714472,fcad828184aca4dac03e2f898bdef7d41c262515,,master,passed,457,2014-02-12 08:53:35 UTC,18714473,18714474,push
18708819,a96f9a17ca3420030a223aa737c38045d7f5a97b,51,master,passed,487,2014-02-12 06:07:49 UTC,18708820,18708821,pull_request
18708757,cabf4afca4ff23fb95231f8430c76129b6ed5e9a,51,master,failed,497,2014-02-12 06:05:20 UTC,18708758,18708759,pull_request
18708539,9243f8d22452ba71f49dea557d96938870b3ae34,51,master,passed,445,2014-02-12 05:58:15 UTC,18708540,18708541,pull_request
18706962,0d38615c2d0e468a7c4fb7871ac7fa33907b35de,51,master,passed,534,2014-02-12 05:18:38 UTC,18706963,18706964,pull_request
18646771,09eaf4e1436b69e8530b25b35b25d9d24216affa,,master,passed,553,2014-02-11 11:57:25 UTC,18646772,18646773,push
18644823,29ad52605475f6ddf981848d8f680624bbb41069,,master,passed,499,2014-02-11 11:15:20 UTC,18644824,18644825,push
18642861,9545d3823cfbbcc29ecbf368abc85dd916f26954,50,master,passed,531,2014-02-11 10:34:37 UTC,18642862,18642863,pull_request
18642836,771cd78202d2d474635ccac98e00ea0b59f638d0,50,master,passed,546,2014-02-11 10:34:20 UTC,18642837,18642838,pull_request
18642618,1945a657f0f04347ee05f8f9daccf14dc26f3d37,50,master,failed,565,2014-02-11 10:30:12 UTC,18642619,18642620,pull_request
18529556,b8fc4ebf16274273fefdcbf01566003a83394aec,,master,passed,463,2014-02-09 16:10:45 UTC,18529557,18529558,push
18529265,091e614c20ae4c4c307943eb31964c3ddfa35fcd,,master,passed,441,2014-02-09 16:02:49 UTC,18529266,18529267,push
18526218,92c70bd15da8b58f59047ba740d5dc7eed41639b,,master,passed,460,2014-02-09 14:41:36 UTC,18526219,18526220,push
18493868,7f300ce09a6c9e4d30b2bd88d58e55565cb045d2,,master,passed,490,2014-02-08 20:59:15 UTC,18493869,18493870,push
18476351,937d087365184469cd28f2443b8d1defbb8551e1,,master,passed,601,2014-02-08 14:42:17 UTC,18476352,18476353,push
18437776,6292ec0b6f7c2196ac94a0dc0215e23bd436b2fa,,master,passed,514,2014-02-07 20:15:49 UTC,18437777,18437778,push
18362943,fa6a0af316a6f251a8a9a25dc176d747bdca9bf6,,master,passed,499,2014-02-06 18:52:54 UTC,18362944,18362945,push
18322320,5d5a8e20fcc278c956b6a9d0dd7ebb08cbe203ea,,master,passed,518,2014-02-06 05:01:20 UTC,18322321,18322322,push
18203478,ac9b79953f0a2cba9fa3173364bcd100666a2d7b,,BS-4.6.0,passed,624,2014-02-04 14:52:38 UTC,18203479,18203480,push
18203469,4411eb5517106cdf7db809087be57f83f5cd1407,,BS-4.6.1,passed,615,2014-02-04 14:51:51 UTC,18203470,18203471,push
18157360,4411eb5517106cdf7db809087be57f83f5cd1407,,master,passed,559,2014-02-03 21:28:37 UTC,18157361,18157362,push
18054107,ac9b79953f0a2cba9fa3173364bcd100666a2d7b,,master,passed,509,2014-02-01 22:48:52 UTC,18054108,18054109,push
18054034,bfc9ebed5ec22336ffce8118cb82d696b93115f2,,NewLaser,passed,515,2014-02-01 22:47:17 UTC,18054035,18054036,push
18048463,7d7f88c6f301422b2d26ba87e9aaef88279e0cbd,43,master,passed,542,2014-02-01 20:23:10 UTC,18048464,18048465,pull_request
17976055,783bba6b4877d6f41886f01cd2f144daa7378106,,master,passed,613,2014-01-31 13:34:32 UTC,17976056,17976057,push
17974475,dddc1c4e19197465f7124e2df1f5c55e5d45263e,,master,passed,502,2014-01-31 13:02:26 UTC,17974476,17974477,push
17972573,024a3539390ab2b2ab2db4beb4e6cb8f0efcc279,,master,passed,484,2014-01-31 12:20:47 UTC,17972574,17972575,push
17972322,548c0dbec41e066710762010b8c222fe9234e8ff,42,master,passed,572,2014-01-31 12:15:12 UTC,17972323,17972324,pull_request
17970732,e432d6cc74e474953fedf51b52c9f4c31841297b,,master,passed,583,2014-01-31 11:34:22 UTC,17970733,17970734,push
17963568,e3a3e0bde0d12d6b387a7f73d574d016dfb72191,,master,passed,498,2014-01-31 09:20:25 UTC,17963569,17963570,push
17963153,8c6246f12be9f2fa9f4673acb3969375911c46ce,,master,passed,488,2014-01-31 08:43:48 UTC,17963154,17963155,push
17838205,72d01241f95cd2b00b5466315b7916a14c01290f,,master,passed,591,2014-01-29 14:11:41 UTC,17838206,17838207,push
17836169,1fa7fa9d98ec9530c96d5a291cedc457183ba4df,,master,passed,608,2014-01-29 13:49:05 UTC,17836170,17836171,push
17835525,c42131e86660def8b8ccd1cd6bcce421a8d62b40,,master,passed,533,2014-01-29 13:23:47 UTC,17835526,17835527,push
17751002,8e2e0bc94db5124a66d9673443eb491afbb0655a,,master,passed,481,2014-01-28 08:09:20 UTC,17751003,17751004,push
17686364,7199f4ad174d46a81cde4e8fa1bc76fbd326cdf6,,master,passed,502,2014-01-27 09:18:47 UTC,17686365,17686366,push
17667184,7169d1ad18a7fe92ea9ad06b54a5157b25b83ed4,,master,passed,588,2014-01-26 23:09:46 UTC,17667185,17667186,push
17667102,cdbadb8ad85bcb2006fca3ac750645a8bb95a139,40,master,passed,494,2014-01-26 22:53:01 UTC,17667103,17667104,pull_request
17666867,9567698f631dac64a508b7fd0a1dd20aa60c86a2,,master,passed,525,2014-01-26 22:48:32 UTC,17666868,17666869,push
17666482,077ae83bc32d096d40fe61caffdec818655427b2,,master,passed,660,2014-01-26 22:40:09 UTC,17666483,17666484,push
17666439,d6268fa9dd375abca4d54ad29e81ef5fd92be89d,40,master,passed,600,2014-01-26 22:39:12 UTC,17666440,17666441,pull_request
17569418,a8c9897da3d26ac8da7c0eac6b6fc1db45d6fd40,,master,passed,524,2014-01-24 20:24:25 UTC,17569419,17569420,push
17569028,e174140d8dad76d51bf61199abc37a418ede831a,,master,passed,513,2014-01-24 20:17:07 UTC,17569029,17569030,push
17541246,43b1bb3cc8d7c83f0f858d1fa0b7a6d38884864a,39,master,errored,285,2014-01-24 11:53:18 UTC,17541247,17541248,pull_request
17535264,28f2a301c20bb74fe4827a1bceca4b8f2e5be61c,,master,passed,526,2014-01-24 09:38:37 UTC,17535265,17535266,push
17532368,de6e9dbc52e866c2c1d2ae373299f4f1b8579036,,master,passed,533,2014-01-24 08:14:15 UTC,17532369,17532370,push
17532163,9e08da655eb6d5423b286f83aa356230536b13a5,,master,passed,498,2014-01-24 08:10:07 UTC,17532164,17532165,push
17515255,f1aa464f7cb6d64c38f145e617909161dbe5f4d4,38,master,passed,608,2014-01-23 23:38:58 UTC,17515256,17515257,pull_request
17510711,42cfa9ca3edaf561c91098207a0f65d7f1713146,,master,passed,582,2014-01-23 22:15:45 UTC,17510712,17510713,push
17509603,d7c78074ecf5e8ca1ed7170a90826b2a48194e57,,master,passed,599,2014-01-23 21:57:52 UTC,17509604,17509605,push
17503458,be038c7eeff07ab2be22361cfbcd4c67db4b2a2e,,master,passed,548,2014-01-23 20:29:31 UTC,17503459,17503460,push
17436372,a8772054af4d1642dab0f92ba0760de668b6386f,,master,passed,583,2014-01-22 21:23:28 UTC,17436373,17436374,push
17436350,62cf0ade90f6f60585fda948052cce6a44bfd68c,,master,passed,687,2014-01-22 21:23:38 UTC,17436351,17436352,push
17434777,5a6982f301c6f26bf65f73aff4ae0a08810e0fb6,,master,passed,577,2014-01-22 20:54:28 UTC,17434778,17434779,push
17434412,8ae5c0f5bc3b499201e4daca9b5d595007f6c9dd,,master,passed,665,2014-01-22 20:47:01 UTC,17434413,17434414,push
17430919,c1df162b95e07928afbd4830798cc1408af1ac67,,master,passed,514,2014-01-22 20:10:34 UTC,17430920,17430921,push
17428350,f56365c059a0073687fb7f5c4d263011d1a0e6ee,,master,passed,669,2014-01-22 19:10:05 UTC,17428351,17428352,push
17427659,33b6d4b1c2c061526057aae5b9a98dd1b82bb03d,,master,passed,570,2014-01-22 19:01:12 UTC,17427660,17427661,push
17426210,1ea0b66bfffa4efc9f9eafa1c31a9b84af5dc316,,master,passed,591,2014-01-22 18:49:54 UTC,17426211,17426212,push
17370598,8d858df1da8f84b5f43675a99a9178cf95801683,,master,passed,609,2014-01-21 21:57:21 UTC,17370599,17370600,push
17358357,1fa90e70746f8428f0a02ef2e50ce555fff936b0,,master,passed,511,2014-01-21 18:53:56 UTC,17358358,17358359,push
17297437,a17ea97455a8e2da326f776d0f099f63c4bb211d,,master,passed,591,2014-01-20 20:11:42 UTC,17297438,17297439,push
17289537,ed760e2e6b859f52a93e715442dd49f321b1bb02,,master,passed,562,2014-01-20 17:39:40 UTC,17289538,17289539,push
17288438,59e4708cd7a894722d3eaf02c1be8d709c40bad4,,master,passed,550,2014-01-20 17:22:43 UTC,17288439,17288440,push
17287377,542319c18f4c5ae41059e6187b1cc94aeba6b0d8,,ZXingTest-1.4.1,passed,524,2014-01-20 17:05:47 UTC,17287378,17287379,push
17287372,542319c18f4c5ae41059e6187b1cc94aeba6b0d8,,BS-4.5.1,passed,607,2014-01-20 17:05:05 UTC,17287373,17287374,push
17287358,542319c18f4c5ae41059e6187b1cc94aeba6b0d8,,zxing-2.3.0,passed,620,2014-01-20 17:06:04 UTC,17287359,17287360,push
17204530,542319c18f4c5ae41059e6187b1cc94aeba6b0d8,,master,passed,452,2014-01-19 00:55:14 UTC,17204531,17204532,push
17193708,9983ccc428acff6a83688ae0456828322607a143,,master,passed,698,2014-01-18 19:43:15 UTC,17193709,17193710,push
17181687,3f6ee7f7893a911c465bc3a0e249b3bdefe3e00a,,master,passed,482,2014-01-18 14:07:41 UTC,17181688,17181689,push
17181344,4d4a9a11f6bdbd6ce5e9584e3b4c74994af0f847,,master,passed,478,2014-01-18 13:57:16 UTC,17181345,17181346,push
17143299,6b0507af30c6a4b97165ccde83a7f674b820b9c8,,zxing-2.3.0,passed,552,2014-01-17 18:00:12 UTC,17143300,17143301,push
17142505,6b0507af30c6a4b97165ccde83a7f674b820b9c8,,ZXingTest-1.4.1,passed,541,2014-01-17 17:48:15 UTC,17142506,17142507,push
17142457,6b0507af30c6a4b97165ccde83a7f674b820b9c8,,BS-4.5.1,passed,534,2014-01-17 17:47:13 UTC,17142458,17142459,push
17121526,6b0507af30c6a4b97165ccde83a7f674b820b9c8,,master,passed,517,2014-01-17 11:20:07 UTC,17121527,17121528,push
17121159,3bd1c7c5ff56e72d7d215f6179dcd3dda394b7bd,,master,passed,500,2014-01-17 11:15:20 UTC,17121160,17121161,push
17120958,fbb3057437b776f4966821b9426566babf7487b1,,master,passed,541,2014-01-17 11:11:47 UTC,17120959,17120960,push
17120730,77d50974a690899763b6daecf3c220f6b533e03a,,master,errored,334,2014-01-17 11:07:20 UTC,17120731,17120732,push
17120479,73ebc3fc142ad36cfe7fc5073719ef4684761d4d,,master,failed,21,2014-01-17 11:01:02 UTC,17120480,push
17120122,2b437851e554e4cfd11fdb5e4ade98966837be47,,master,failed,22,2014-01-17 10:53:13 UTC,17120123,push
17119810,a3f4060be950726a8591cff303687826433608e7,,master,failed,23,2014-01-17 10:45:00 UTC,17119811,push
17118420,800fee3472706b90abd93744d14b357c9055817a,,master,failed,27,2014-01-17 10:18:30 UTC,17118421,push
